vendor_id,category,category_name,lookup_key,lookup_value,metadata,is_active
1,billing_interval,電費寄送區間,新北市三重區正義北路6號之1九樓之17,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""05050217249""}",t
1,billing_interval,電費寄送區間,新北市三重區正義北路6號之1九樓之18,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""05050217227""}",t
1,billing_interval,電費寄送區間,新北市三重區正義北路6號之1九樓之22,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""05050217147""}",t
1,billing_interval,電費寄送區間,新北市三重區正義北路6號之1九樓之23,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""05050217125""}",t
1,billing_interval,電費寄送區間,新北市三重區正義北路6號之1九樓之24,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""05050217103""}",t
1,billing_interval,電費寄送區間,新北市三重區自強路2段21巷13號一樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""05121559108""}",t
1,billing_interval,電費寄送區間,新北市三重區自強路2段21巷13號三樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""05121559302""}",t
1,billing_interval,電費寄送區間,新北市三重區自強路2段21巷13號二樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""05121559200""}",t
1,billing_interval,電費寄送區間,新北市三重區自強路2段21巷13號四樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""05121559404""}",t
1,billing_interval,電費寄送區間,新北市三重區重新路四段23號三樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""05097906300""}",t
1,billing_interval,電費寄送區間,新北市三重區重陽路3段158號三樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""05120026327""}",t
1,billing_interval,電費寄送區間,新北市三重區重陽路3段158號二樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""05120026225""}",t
1,billing_interval,電費寄送區間,新北市三重區重陽路3段158號四樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""05120026429""}",t
1,billing_interval,電費寄送區間,新北市三重區重陽路一段109號三樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""05098260302""}",t
1,billing_interval,電費寄送區間,新北市三重區重陽路一段109號四樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""05098260404""}",t
1,billing_interval,電費寄送區間,新北市三重區重陽路一段111號三樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""05098261303""}",t
1,billing_interval,電費寄送區間,新北市三重區重陽路一段111號四樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""05098261405""}",t
1,billing_interval,電費寄送區間,新北市三重區集勇街96號2樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""05297923203""}",t
1,billing_interval,電費寄送區間,新北市三重區集勇街96號3樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""05297923305""}",t
1,billing_interval,電費寄送區間,新北市三重區集勇街96號4樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""05297923407""}",t
1,billing_interval,電費寄送區間,新北市三重區集勇街96號5樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""05297923500""}",t
1,billing_interval,電費寄送區間,新北市三重區集勇街96號6樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""05297923602""}",t
1,billing_interval,電費寄送區間,新北市三重區集勇街96號7樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""05297923704""}",t
1,billing_interval,電費寄送區間,新北市三重區集勇街96號B1,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""05297923087""}",t
1,billing_interval,電費寄送區間,新北市三重區集勇街96號公設,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""05297923009""}",t
1,billing_interval,電費寄送區間,新北市三重區集美街2號三樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""05080603308""}",t
1,billing_interval,電費寄送區間,新北市三重區集美街4號三樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""05080602307""}",t
1,billing_interval,電費寄送區間,新北市中和區中山路二段312巷7號2樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""01418652200""}",t
1,billing_interval,電費寄送區間,新北市中和區和平街186號,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""01462156109""}",t
1,billing_interval,電費寄送區間,新北市中和區員山路294巷1號4樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""01422356403""}",t
1,billing_interval,電費寄送區間,新北市中和區景平路666號2樓-1,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""01441133209""}",t
1,billing_interval,電費寄送區間,新北市中和區景平路666號3樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""01441125301""}",t
1,billing_interval,電費寄送區間,新北市中和區景平路666號3樓-1,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""01441133301""}",t
1,billing_interval,電費寄送區間,新北市中和區景平路666號地下一樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""01441125027""}",t
1,billing_interval,電費寄送區間,新北市中和區泰和街38巷27號四樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""01440854404""}",t
1,billing_interval,電費寄送區間,新北市新莊區中和街60巷13號4樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""05400942400""}",t
1,billing_interval,電費寄送區間,新北市新莊區富貴路500號10樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""05545487269""}",t
1,billing_interval,電費寄送區間,新北市新莊區富貴路500號11樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""05545487281""}",t
1,billing_interval,電費寄送區間,新北市新莊區富貴路500號13樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""05545487327""}",t
1,billing_interval,電費寄送區間,新北市新莊區富貴路500號14樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""05545487349""}",t
1,billing_interval,電費寄送區間,新北市新莊區富貴路500號15樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""05545487361""}",t
1,billing_interval,電費寄送區間,新北市新莊區富貴路500號3樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""05545487123""}",t
1,billing_interval,電費寄送區間,新北市新莊區富貴路500號4樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""05545487145""}",t
1,billing_interval,電費寄送區間,新北市新莊區富貴路500號5樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""05545487167""}",t
1,billing_interval,電費寄送區間,新北市新莊區富貴路500號6樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""05545487189""}",t
1,billing_interval,電費寄送區間,新北市新莊區富貴路500號7樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""05545487203""}",t
1,billing_interval,電費寄送區間,新北市新莊區富貴路500號8樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""05545487225""}",t
1,billing_interval,電費寄送區間,新北市新莊區富貴路500號9樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""05545487247""}",t
1,billing_interval,電費寄送區間,新北市新莊區富貴路502號10樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""05545488260""}",t
1,billing_interval,電費寄送區間,新北市新莊區富貴路502號11樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""05545488282""}",t
1,billing_interval,電費寄送區間,新北市新莊區富貴路502號13樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""05545488328""}",t
1,billing_interval,電費寄送區間,新北市新莊區富貴路502號14樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""05545488340""}",t
1,billing_interval,電費寄送區間,新北市新莊區富貴路502號15樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""05545488362""}",t
1,billing_interval,電費寄送區間,新北市新莊區富貴路502號1樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""05545488102""}",t
1,billing_interval,電費寄送區間,新北市新莊區富貴路502號3樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""05545488124""}",t
1,billing_interval,電費寄送區間,新北市新莊區富貴路502號5樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""05545488168""}",t
1,billing_interval,電費寄送區間,新北市新莊區富貴路502號6樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""05545488180""}",t
1,billing_interval,電費寄送區間,新北市新莊區富貴路502號7樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""05545488204""}",t
1,billing_interval,電費寄送區間,新北市新莊區富貴路502號8樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""05545488226""}",t
1,billing_interval,電費寄送區間,新北市新莊區富貴路502號9樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""05545488248""}",t
1,billing_interval,電費寄送區間,新北市板橋區大明街25巷2弄22.24號公設,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""01185907008""}",t
1,billing_interval,電費寄送區間,新北市板橋區大明街25巷2弄22號4樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""01185908407""}",t
1,billing_interval,電費寄送區間,新北市板橋區忠孝路132巷8號,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""01207430102""}",t
1,billing_interval,電費寄送區間,新北市板橋區忠孝路132巷8號二樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""01207430204""}",t
1,billing_interval,電費寄送區間,新北市板橋區忠孝路48巷4弄8號一樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""01190293108""}",t
1,billing_interval,電費寄送區間,新北市板橋區忠孝路48巷4弄8號二.三.四樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""01190293200""}",t
1,billing_interval,電費寄送區間,新北市板橋區民生路三段200號一樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""01024875101""}",t
1,billing_interval,電費寄送區間,新北市板橋區民生路三段200號三樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""01024875305""}",t
1,billing_interval,電費寄送區間,新北市板橋區民生路三段200號二樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""01024875203""}",t
1,billing_interval,電費寄送區間,新北市板橋區民生路三段200號四樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""01024875407""}",t
1,billing_interval,電費寄送區間,新北市板橋區裕民街55號二樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""01093430200""}",t
1,billing_interval,電費寄送區間,新北市板橋區長江路1段156巷9弄19號之1二樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""01092565201""}",t
1,billing_interval,電費寄送區間,新北市板橋區館前西路213巷6號1.2樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""01122743109""}",t
1,billing_interval,電費寄送區間,新北市板橋區館前西路213巷6號3.4樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""01122743303""}",t
1,billing_interval,電費寄送區間,新北市板橋區館前西路213巷6號5樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""01122743508""}",t
1,billing_interval,電費寄送區間,新北市永和區中正路274.276號2樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""01380163206""}",t
1,billing_interval,電費寄送區間,新北市永和區中正路274號,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""01380165106""}",t
1,billing_interval,電費寄送區間,新北市永和區中正路274號3樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""01380165300""}",t
1,billing_interval,電費寄送區間,新北市永和區中正路274號4樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""01380165402""}",t
1,billing_interval,電費寄送區間,新北市永和區中正路274號公設,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""01380165004""}",t
1,billing_interval,電費寄送區間,新北市永和區中正路276號3樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""01380163308""}",t
1,billing_interval,電費寄送區間,新北市永和區中正路276號4樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""01380163400""}",t
1,billing_interval,電費寄送區間,新北市永和區仁愛路141巷30弄20號五樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""01312491507""}",t
1,billing_interval,電費寄送區間,新北市蘆洲區中央路20巷11號2樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""05210366206""}",t
1,billing_interval,電費寄送區間,新北市蘆洲區中央路20巷11號3樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""05210366308""}",t
1,billing_interval,電費寄送區間,新北市蘆洲區中央路20巷11號4樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""05210366400""}",t
1,billing_interval,電費寄送區間,新北市蘆洲區中正路140號五樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""05212192507""}",t
1,billing_interval,電費寄送區間,桃園市龜山區龍華街3巷12號4+5樓,雙月,"{""note"": ""您的電費帳單將於每【雙月】寄送。"", ""electric_number"": ""05468905408""}",t
